CCAA,Año,Indice_IPC,Precio_Vivienda_IPV,Renta_Media,Pob_Adulta,Pob_Joven,Pob_Senior,Ratio_Esfuerzo,Renta_Ajustada_IPC,Pct_Pob_Joven
Melilla,2021,22.709,139.775,18259,27880.0,49136.0,9225.0,7.655128977490553,21079.62323307939,56.97522060272956
Melilla,2022,26.08,151.476,19849,27564.0,48166.0,9419.0,7.631417199858935,19953.308193412977,56.56672421285042
Murcia,2008,19.893,140.303,14147,428450.0,804665.0,192887.0,9.917509012511486,18644.379609860116,56.42804147539765
Murcia,2009,18.192,138.882,14139,441339.0,808770.0,196298.0,9.822618289836623,20376.149250104147,55.915796867686616
Murcia,2010,19.418,137.444,13574,454945.0,806926.0,199979.0,10.125534109326654,18326.82420543066,55.19896022163697
Murcia,2011,20.372,130.497,13022,466184.0,798482.0,205253.0,10.021271694056214,16758.220075025572,54.321496626684876
Murcia,2012,20.652,115.926,12891,477892.0,786978.0,209440.0,8.992785664417035,16364.711673139847,53.37941138566515
Murcia,2013,20.483,98.18,12487,486159.0,773200.0,212534.0,7.86257708016337,15982.63614756267,52.53099240230098
Murcia,2014,19.686,98.365,11715,491957.0,759888.0,214793.0,8.396500213401621,15601.583438938704,51.81155813499991
Murcia,2015,19.705,100.0,11993,498182.0,750855.0,218041.0,8.338197281747686,15956.412697819147,51.180305341638274
Murcia,2016,19.767,101.397,12635,504196.0,740912.0,219517.0,8.025089038385438,16757.851975514743,50.58714688060084
Murcia,2017,20.483,102.612,13324,510325.0,736958.0,222788.0,7.701290903632542,17053.947627943064,50.13077599653351
Murcia,2018,20.934,106.14,14041,516372.0,735426.0,226524.0,7.559290648814187,17584.486290245528,49.747348683169164
Murcia,2019,20.657,110.973,13637,523332.0,739070.0,231278.0,8.137640243455307,17307.544500016556,49.479808258797064
Murcia,2020,20.184,114.378,14921,532381.0,742940.0,235676.0,7.665572012599692,19380.927582034747,49.168860030827325
Murcia,2021,22.596,120.328,14988,538330.0,740024.0,239879.0,8.02828929810515,17389.855940967656,48.74245257480242
Murcia,2022,26.51,129.515,16128,545638.0,741679.0,244287.0,8.030443948412698,15949.778379558851,48.42498452602631
Navarra,2008,19.611,179.108,19907,206281.0,308123.0,105847.0,8.997237152760336,26612.761548969553,49.67714683249201
Navarra,2009,17.921,161.204,21318,210940.0,311902.0,107595.0,7.561872595928324,31186.60387255175,49.47393633305152
Navarra,2010,19.078,151.058,21393,215295.0,312213.0,109268.0,7.061094750619361,29398.33352276802,49.03027124137844
Navarra,2011,20.166,139.463,21404,218956.0,311218.0,111722.0,6.515744720612969,27826.52953120677,48.48417812231265
Navarra,2012,20.495,119.902,20918,222481.0,308218.0,113695.0,5.732001147337222,26758.151107458805,47.83067502180343
Navarra,2013,19.988,106.285,20191,224903.0,303916.0,115477.0,5.263979000544797,26483.315473494615,47.17024473223487
Navarra,2014,19.326,99.395,19550,225529.0,297378.0,117682.0,5.084143222506394,26520.924089173564,46.422589210866875
Navarra,2015,19.309,100.0,19715,226892.0,293698.0,119661.0,5.072279989855439,26768.304553916765,45.87232194873573
Navarra,2016,19.535,101.676,19697,227959.0,291190.0,121239.0,5.162004366147129,26434.465609634524,45.47087078458684
Navarra,2017,20.169,103.935,20022,229246.0,290977.0,122756.0,5.191039856158226,26025.97192669312,45.25451064498218
Navarra,2018,20.836,107.557,20094,230532.0,292293.0,124496.0,5.352692345973923,25283.42558931404,45.154258860750694
Navarra,2019,20.897,111.614,20697,232457.0,295154.0,126359.0,5.39276223607286,25966.135728371984,45.132651344862914
Navarra,2020,19.838,113.491,22391,235327.0,297134.0,128490.0,5.068598990665893,29590.988278742014,44.955526203909216
Navarra,2021,22.656,116.689,22786,236560.0,294929.0,129797.0,5.121083121214781,26367.48593146,44.599311039398984
Navarra,2022,26.402,125.153,23578,237719.0,293830.0,132290.0,5.308041394520316,23412.834896877823,44.262238283680226
Pais Vasco,2008,19.353,157.062,20887,765909.0,992568.0,398283.0,7.519605496241682,28295.126249976194,46.02125410337729
Pais Vasco,2009,18.009,140.915,22138,777038.0,988863.0,405890.0,6.365299485048332,32227.947757115588,45.532143746797
Pais Vasco,2010,18.884,138.62,21484,787039.0,977156.0,413770.0,6.4522435300688885,29826.68707566416,44.865551099306
Pais Vasco,2011,19.865,127.966,20834,795184.0,966187.0,422782.0,6.142171450513583,27495.901058460393,44.23623253499183
Pais Vasco,2012,20.094,108.614,20474,804218.0,957411.0,430986.0,5.304972159812445,26712.846400863302,43.665258150655724
Pais Vasco,2013,19.906,99.535,20955,809222.0,942994.0,438969.0,4.749940348365545,27598.630457888914,43.035800263327836
Pais Vasco,2014,19.445,99.04,20957,810873.0,927999.0,449562.0,4.725867251992175,28255.632399074304,42.404705830744724
Pais Vasco,2015,19.404,100.0,20264,811475.0,919426.0,457765.0,4.934859849980261,27379.012292636344,42.00851112047247
Pais Vasco,2016,19.436,102.574,21058,811525.0,913013.0,464417.0,4.871022889163263,28404.95443073623,41.70999403825113
Pais Vasco,2017,20.417,107.89,21198,812824.0,910048.0,470650.0,5.089631097273328,27219.918777695566,41.48798142895307
Pais Vasco,2018,20.765,113.748,21760,812603.0,907597.0,478208.0,5.227389705882353,27473.299555172536,41.28428389998581
Pais Vasco,2019,20.8,118.688,22480,813106.0,908645.0,485306.0,5.279715302491104,28334.583805668008,41.16998337605236
Pais Vasco,2020,20.143,121.362,23174,817181.0,910112.0,492480.0,5.2369897298696815,30162.04029609345,41.00022840173297
Pais Vasco,2021,22.546,123.882,22658,816858.0,898676.0,497674.0,5.467472857268955,26347.289032480956,40.60513065197668
Pais Vasco,2022,25.869,131.765,23886,816827.0,885694.0,504765.0,5.516411286946328,24207.37249827572,40.12592840257221
Valencia,2008,19.746,145.206,14796,1646219.0,2574916.0,807922.0,9.813868613138686,19644.865326488507,51.20077183456063
Valencia,2009,18.2,137.298,15703,1681672.0,2582815.0,829596.0,8.743424823282174,22620.130630422205,50.702255931047844
Valencia,2010,19.202,133.02,15780,1712729.0,2548601.0,849664.0,8.429657794676807,21544.895871592315,49.86507516933105
Valencia,2011,20.187,123.154,15344,1737950.0,2507937.0,870481.0,8.026199165797705,19927.401574228326,49.017916615849366
Valencia,2012,20.59,106.444,14864,1768222.0,2470485.0,889686.0,7.161194833153929,18926.19088469108,48.17269269340318
Valencia,2013,20.071,96.84,13881,1790012.0,2414876.0,907983.0,6.976442619407824,18131.578276067325,47.231310940565486
Valencia,2014,19.497,97.66,13446,1772602.0,2335470.0,895736.0,7.263126580395657,18080.4477449972,46.6738531934079
Valencia,2015,19.625,100.0,13305,1778954.0,2293354.0,907221.0,7.51597143930853,17774.159758632246,46.055641005404325
Valencia,2016,19.383,102.612,13589,1786605.0,2262086.0,910089.0,7.551107513429979,18380.205758165725,45.61779308620266
Valencia,2017,20.49,105.384,14365,1788179.0,2233991.0,918111.0,7.336164288200487,18380.085946931747,45.21991765245742
Valencia,2018,20.943,109.676,15038,1798484.0,2226585.0,937357.0,7.293257082058784,18825.002983034145,44.86888066441696
Valencia,2019,20.592,114.306,15582,1814166.0,2234099.0,954241.0,7.335772044666923,19838.486504723343,44.65959661017898
Valencia,2020,19.981,116.814,16518,1841297.0,2243295.0,971388.0,7.071921540138031,21673.2533591122,44.36914307414191
Valencia,2021,22.652,121.866,16474,1852256.0,2219273.0,985156.0,7.397474808789608,19066.73693504465,43.88790284544123
Valencia,2022,26.101,130.636,17444,1877744.0,2212095.0,1006541.0,7.488878697546434,17521.561093646338,43.40522096076038
